0,0.000000,5.169517,
1,0.010000,5.170086,
2,0.020000,5.163859,
3,0.030000,5.155999,
4,0.040000,5.142641,
5,0.050000,5.125089,
6,0.060000,5.108371,
7,0.070000,5.090696,
8,0.080000,5.072459,
9,0.090000,5.053547,
10,0.100000,5.040718,
11,0.110000,5.034761,
12,0.120000,5.024392,
13,0.130000,5.008159,
14,0.140000,4.985145,
15,0.150000,4.961759,
16,0.160000,4.943406,
17,0.170000,4.924695,
18,0.180000,4.906151,
19,0.190000,4.894075,
20,0.200000,4.874344,
21,0.210000,4.859187,
22,0.220000,4.846503,
23,0.230000,4.838558,
24,0.240000,4.831727,
25,0.250000,4.828216,
26,0.260000,4.823799,
27,0.270000,4.819761,
28,0.280000,4.819156,
29,0.290000,4.816201,
30,0.300000,4.806193,
31,0.310000,4.803636,
32,0.320000,4.792926,
33,0.330000,4.779993,
34,0.340000,4.765858,
35,0.350000,4.753595,
36,0.360000,4.734397,
37,0.370000,4.716968,
38,0.380000,4.700048,
39,0.390000,4.680764,
40,0.400000,4.663062,
41,0.410000,4.639998,
42,0.420000,4.619997,
43,0.430000,4.607797,
44,0.440000,4.592940,
45,0.450000,4.580511,
46,0.460000,4.565562,
47,0.470000,4.559316,
48,0.480000,4.549918,
49,0.490000,4.547019,
50,0.500000,4.543257,
51,0.510000,4.536588,
52,0.520000,4.533178,
53,0.530000,4.526804,
54,0.540000,4.518447,
55,0.550000,4.511300,
56,0.560000,4.506962,
57,0.570000,4.506607,
58,0.580000,4.508019,
59,0.590000,4.507898,
60,0.600000,4.507635,
61,0.610000,4.503387,
62,0.620000,4.495468,
63,0.630000,4.484601,
64,0.640000,4.470158,
65,0.650000,4.452016,
66,0.660000,4.431817,
67,0.670000,4.417216,
68,0.680000,4.403669,
69,0.690000,4.397318,
70,0.700000,4.392674,
71,0.710000,4.387342,
72,0.720000,4.385404,
73,0.730000,4.379286,
74,0.740000,4.374895,
75,0.750000,4.367039,
76,0.760000,4.365816,
77,0.770000,4.366307,
78,0.780000,4.369826,
79,0.790000,4.373036,
80,0.800000,4.373879,
81,0.810000,4.378429,
82,0.820000,4.380164,
83,0.830000,4.392815,
84,0.840000,4.405968,
85,0.850000,4.421928,
86,0.860000,4.430804,
87,0.870000,4.439840,
88,0.880000,4.448943,
89,0.890000,4.456649,
90,0.900000,4.463272,
91,0.910000,4.462080,
92,0.920000,4.465703,
93,0.930000,4.475194,
94,0.940000,4.486984,
95,0.950000,4.498953,
96,0.960000,4.515592,
97,0.970000,4.529123,
98,0.980000,4.535962,
99,0.990000,4.539651,
100,1.000000,4.541936,
101,1.010000,4.538319,
102,1.020000,4.535435,
103,1.030000,4.538030,
104,1.040000,4.543733,
105,1.050000,4.548884,
106,1.060000,4.552272,
107,1.070000,4.550716,
108,1.080000,4.546030,
109,1.090000,4.540357,
110,1.100000,4.536630,
111,1.110000,4.533185,
112,1.120000,4.532611,
113,1.130000,4.528532,
114,1.140000,4.520793,
115,1.150000,4.515031,
116,1.160000,4.507455,
117,1.170000,4.498205,
118,1.180000,4.485534,
119,1.190000,4.472397,
120,1.200000,4.459815,
121,1.210000,4.448497,
122,1.220000,4.446447,
123,1.230000,4.441513,
124,1.240000,4.439843,
125,1.250000,4.432145,
126,1.260000,4.417288,
127,1.270000,4.397027,
128,1.280000,4.383777,
129,1.290000,4.364577,
130,1.300000,4.343461,
131,1.310000,4.327067,
132,1.320000,4.316936,
133,1.330000,4.312068,
134,1.340000,4.308962,
135,1.350000,4.310259,
136,1.360000,4.313703,
137,1.370000,4.317320,
138,1.380000,4.323171,
139,1.390000,4.318961,
140,1.400000,4.310857,
141,1.410000,4.305687,
142,1.420000,4.297822,
143,1.430000,4.284602,
144,1.440000,4.274035,
145,1.450000,4.270495,
146,1.460000,4.256999,
147,1.470000,4.243203,
148,1.480000,4.229590,
149,1.490000,4.213774,
150,1.500000,4.197319,
151,1.510000,4.189724,
152,1.520000,4.182111,
153,1.530000,4.174673,
154,1.540000,4.164386,
155,1.550000,4.158420,
156,1.560000,4.158582,
157,1.570000,4.148954,
158,1.580000,4.138353,
159,1.590000,4.129241,
160,1.600000,4.122362,
161,1.610000,4.118719,
162,1.620000,4.110789,
163,1.630000,4.106167,
164,1.640000,4.105523,
165,1.650000,4.113015,
166,1.660000,4.121975,
167,1.670000,4.128425,
168,1.680000,4.130887,
169,1.690000,4.138374,
170,1.700000,4.148606,
171,1.710000,4.159193,
172,1.720000,4.168925,
173,1.730000,4.184015,
174,1.740000,4.200210,
175,1.750000,4.208300,
176,1.760000,4.215532,
177,1.770000,4.225213,
178,1.780000,4.244035,
179,1.790000,4.259253,
180,1.800000,4.272220,
181,1.810000,4.289171,
182,1.820000,4.314793,
183,1.830000,4.340532,
184,1.840000,4.363029,
185,1.850000,4.387885,
186,1.860000,4.418246,
187,1.870000,4.450017,
188,1.880000,4.474017,
189,1.890000,4.493174,
190,1.900000,4.510546,
191,1.910000,4.533179,
192,1.920000,4.558857,
193,1.930000,4.585352,
194,1.940000,4.610854,
195,1.950000,4.635296,
196,1.960000,4.651632,
197,1.970000,4.662328,
198,1.980000,4.671954,
199,1.990000,4.674975,
200,2.000000,4.683564,
201,2.010000,4.689922,
202,2.020000,4.691022,
203,2.030000,4.690308,
204,2.040000,4.689184,
205,2.050000,4.697530,
206,2.060000,4.703090,
207,2.070000,4.702869,
208,2.080000,4.701327,
209,2.090000,4.698354,
210,2.100000,4.700693,
211,2.110000,4.700823,
212,2.120000,4.705558,
213,2.130000,4.710167,
214,2.140000,4.719905,
215,2.150000,4.728421,
216,2.160000,4.733438,
217,2.170000,4.730419,
