0,0.000000,0.000000,0.141028,-43.690767,
1,0.010000,0.006283,0.144181,-22.647981,
2,0.020000,0.012566,0.147360,-7.160722,
3,0.030000,0.018848,0.150566,3.232031,
4,0.040000,0.025130,0.153798,9.273819,
5,0.050000,0.031411,0.157056,11.866760,
6,0.060000,0.037690,0.160340,11.952667,
7,0.070000,0.043968,0.163651,10.416055,
8,0.080000,0.050244,0.166986,8.016636,
9,0.090000,0.056519,0.170348,5.352120,
10,0.100000,0.062791,0.173734,2.847721,
11,0.110000,0.069060,0.177146,0.766333,
12,0.120000,0.075327,0.180583,-0.767483,
13,0.130000,0.081591,0.184045,-1.736245,
14,0.140000,0.087851,0.187532,-2.196513,
15,0.150000,0.094108,0.191043,-2.248181,
16,0.160000,0.100362,0.194578,-2.008722,
17,0.170000,0.106611,0.198138,-1.593685,
18,0.180000,0.112856,0.201722,-1.103659,
19,0.190000,0.119097,0.205329,-0.617127,
20,0.200000,0.125333,0.208960,-0.188157,
21,0.210000,0.131564,0.212614,0.152320,
22,0.220000,0.137790,0.216291,0.392949,
23,0.230000,0.144011,0.219991,0.537222,
24,0.240000,0.150226,0.223714,0.598496,
25,0.250000,0.156434,0.227460,0.595422,
26,0.260000,0.162637,0.231227,0.548178,
27,0.270000,0.168833,0.235017,0.475695,
28,0.280000,0.175023,0.238829,0.393883,
29,0.290000,0.181206,0.242662,0.314750,
30,0.300000,0.187381,0.246516,0.246249,
31,0.310000,0.193549,0.250391,0.192627,
32,0.320000,0.199710,0.254287,0.155095,
33,0.330000,0.205863,0.258204,0.132636,
34,0.340000,0.212007,0.262141,0.122812,
35,0.350000,0.218143,0.266098,0.122493,
36,0.360000,0.224271,0.270075,0.128426,
37,0.370000,0.230389,0.274071,0.137649,
38,0.380000,0.236499,0.278087,0.147741,
39,0.390000,0.242599,0.282121,0.156930,
40,0.400000,0.248690,0.286174,0.164095,
41,0.410000,0.254771,0.290246,0.168693,
42,0.420000,0.260842,0.294336,0.170639,
43,0.430000,0.266902,0.298443,0.170177,
44,0.440000,0.272952,0.302568,0.167747,
45,0.450000,0.278991,0.306710,0.163873,
46,0.460000,0.285019,0.310870,0.159080,
47,0.470000,0.291036,0.315045,0.153831,
48,0.480000,0.297042,0.319238,0.148494,
49,0.490000,0.303035,0.323446,0.143328,
50,0.500000,0.309017,0.327670,0.138492,
51,0.510000,0.314987,0.331909,0.134052,
52,0.520000,0.320944,0.336163,0.130005,
53,0.530000,0.326888,0.340432,0.126302,
54,0.540000,0.332820,0.344716,0.122867,
